	CNV	Protien	slope	intercept	rValue	pValue	stdErr
3277	ABHD16B	LSM14B	0.39397352027686605	0.2995097882928896	0.579361404411311	1.4560904230748737e-08	0.0623590150422664
3533	ABHD16B	PRPF6	0.6896264400068737	0.10736835981864729	0.5900942651817682	6.737921950754668e-09	0.10615303048111048
3850	ABHD16B	TPD52L2	0.5748148256564977	0.32951561701795573	0.576808941669861	1.7418589517274627e-08	0.0915883446168712
4533	ADRM1	LSM14B	0.39797780221856355	0.2866456955886349	0.5997689821951179	3.2826512444866274e-09	0.05973726147837739
5482	CHRAC1	HSF1	0.8030612254835932	0.3685238263518321	0.6578168600402202	2.522228277963088e-11	0.10344933203928625
5731	CHRAC1	PTK2	0.9487008295405563	0.32575774222552034	0.6958535444930484	5.575754465935507e-13	0.11016241358411147
5739	CHRAC1	PYCR3	0.5090954875320803	0.4001315168083617	0.5864789764821635	8.762188550933133e-09	0.07910413958862071
5776	CHRAC1	SCRIB	0.6439905711947382	0.4671105293962458	0.5990886345001852	3.4556207993002643e-09	0.09683566404683501
5777	CHRAC1	SCRIB.1	0.6442942005121722	0.46615513420911403	0.5985675001210761	3.593960517190905e-09	0.09701285785626525
5878	CHRAC1	TMEM65	0.48109154792115777	0.31544532692942406	0.617287761619547	8.384944882450567e-10	0.06898526547723298
6041	ANKRD46	ATP6V1C1	0.6346261349007845	0.13736250242838904	0.6242372438319607	4.765556067482214e-10	0.08935859459214666
6415	ANKRD46	MTDH	0.7225335335506018	0.28142889122663645	0.7276557611959751	1.4187667563362525e-14	0.07663129993554428
6465	ANKRD46	NUDCD1	0.5835277856967287	0.2007328419857165	0.5987576560818917	3.542880460267953e-09	0.08781963207918556
6625	ANKRD46	RIDA	0.3951990514454719	0.357072567960839	0.6167707443614496	8.740105978568354e-10	0.05674559201588332
6715	ANKRD46	STK3	0.7135125772122585	0.2823686939358019	0.5906824939845848	6.454025574135031e-09	0.10966193322715159
6854	ANKRD46	YWHAZ	0.742191776252642	0.10724683380454453	0.711506175280961	9.734891917606619e-14	0.08246723136562045
6868	ANKRD46	ZNF706	0.5084418341947358	0.3365068637575851	0.5979048586589322	3.777508839856282e-09	0.07668943177144351
7082	CCT6A	LANCL2	0.46045418693617207	0.054401164230959496	0.59569551859073	4.456319981335817e-09	0.06985183799564461
9253	CCNE2	ESRP1	0.5081976001483877	0.1696187108959067	0.6177703230731436	8.065936693925923e-10	0.07278010143738259
9254	CCNE2	ESRP1.1	0.5092067752506607	0.16792506219146952	0.6191697606457119	7.205109225081578e-10	0.0726578922336785
9420	CCNE2	MTDH	0.6481191064569773	0.2259401370394898	0.6228274115374776	5.35037389007937e-10	0.09159669195232595
9442	CCNE2	NBN	0.7388341577073975	0.23054158297120822	0.6400145177263447	1.2528075739234073e-10	0.09979526460584184
9830	CCNE2	YWHAZ	0.6460652079977929	0.07489115362054316	0.5909950171667278	6.307870166410129e-09	0.09921508260646811
10127	ANXA13	FAM91A1	0.9386405596221329	0.32054225386632307	0.5957554344018468	4.436465829954209e-09	0.14237148649443387
10498	ANXA13	PTK2	0.7628991025679959	0.3489387614129341	0.5898054241965431	6.881646408378427e-09	0.11751998839769004
10643	ANXA13	TMEM65	0.47243880756591544	0.318611497111992	0.6389378251559289	1.3757536786977648e-10	0.06399494291560007
10732	ANXA13	YWHAZ	0.6808748460637287	0.2606420520219485	0.586071365458544	9.023770648700652e-09	0.10590765187245052
10733	ANXA13	ZBTB10	0.4930511241631125	0.4829406404504811	0.5889144147751318	7.3436505647401845e-09	0.07612768087447998
10823	ABRA	ATP6V1C1	0.7254541956430726	0.17337215234534067	0.6403552487216034	1.2161439804711915e-10	0.0978996855976965
11183	ABRA	MTDH	0.6848637650336052	0.3422789423784223	0.6189440705613954	7.337727110818849e-10	0.097779884808787
11217	ABRA	NUDCD1	0.745485444288592	0.23205782235944486	0.6864485006274252	1.5099251493035093e-12	0.08885024803972552
11592	ABRA	YWHAZ	0.7531992965917065	0.1640657190340994	0.6479652195193886	6.20375401387278e-11	0.09961195699827856
11600	ABRA	ZNF706	0.5577057301112411	0.3994714750846043	0.5885388901707139	7.547096786662041e-09	0.08619453228728495
11684	ATP6V1C1	ATP6V1C1	0.697427490337835	0.13455219252064687	0.6552310900850692	3.2045788173703696e-11	0.09046579113605675
12056	ATP6V1C1	MTDH	0.667278522703514	0.29666803437086475	0.64185779798021	1.066374917345352e-10	0.08969129590249009
12098	ATP6V1C1	NUDCD1	0.6641765234834823	0.20017752290155563	0.6509337213451122	4.746592680471296e-11	0.08714690575317884
12490	ATP6V1C1	YWHAZ	0.7297566004786783	0.12411317846808456	0.6681966262284522	9.418664914509714e-12	0.09141642336648471
12502	ATP6V1C1	ZNF706	0.5257406099518874	0.3512309297673514	0.590508347699282	6.536862574634964e-09	0.08083928068725016
12579	ANGPT1	ATP6V1C1	0.6679541192616154	0.19858846161432286	0.5971742186133652	3.990254638484418e-09	0.10094081608636452
12936	ANGPT1	MTDH	0.6622771742440129	0.35315911281462375	0.6062202586311696	2.005108472876287e-09	0.09775186010104839
12966	ANGPT1	NUDCD1	0.7325527860455089	0.24452976002704738	0.6832051912137331	2.1106692097404712e-12	0.08809104871855272
13328	ANGPT1	YWHAZ	0.7256573260411749	0.18153605758153263	0.6322907292197744	2.4324994935746497e-10	0.10003506787111771
13596	ATAD2	FAM91A1	0.9336551088299836	0.3067016604063008	0.5884235852913277	7.610635686556673e-09	0.1443415164708051
13935	ATAD2	PTK2	0.7762268123923425	0.33286675302733126	0.5958887635655183	4.3925873069356844e-09	0.11769599095010116
14072	ATAD2	TMEM65	0.48518672869844387	0.3008523080101184	0.6515636469441509	4.4827398904227335e-11	0.06355473455957432
16192	CABLES2	LSM14B	0.42339672964075953	0.291776073414319	0.617974507655774	7.934479640554307e-10	0.06060317852961899
17273	AARD	ESRP1	0.47753921956463224	0.33763770512696767	0.595048255756637	4.6762775205226355e-09	0.07256577926590241
17274	AARD	ESRP1.1	0.4782666073521567	0.33607981213240584	0.5961208792126114	4.317184401631334e-09	0.07247375623567522
18024	AARD	YWHAZ	0.6683207119906102	0.23247105306312726	0.626673161230344	3.896364938485276e-10	0.0935028904868723
18040	AARD	ZNF706	0.5232358767359896	0.4432161726625861	0.6018412618815292	2.80526843758233e-09	0.07811597782941565
18127	BAALC	ATP6V1C1	0.6961726018577651	0.14283028905217804	0.6554645043895896	3.136357324053484e-11	0.09024665756595758
18504	BAALC	MTDH	0.6634820687733184	0.30473210913481646	0.6395841339711034	1.3006335228567542e-10	0.0897194839156911
18544	BAALC	NUDCD1	0.6551178564500213	0.20971635450856252	0.6434421450506593	9.276566037924475e-11	0.08768768449321465
18698	BAALC	RIDA	0.38895736886988796	0.37775554931994637	0.5810458490024212	1.2925975906254096e-08	0.061296197808161264
18929	BAALC	YWHAZ	0.7426730549722556	0.12865607553854727	0.6814919508493628	2.514836874504222e-12	0.08972862104253913
18942	BAALC	ZNF706	0.5261452817112989	0.3592080316070853	0.5922390139969734	5.756785431953649e-09	0.08053823115920294
19873	C8orf37	ATP6V1C1	0.6425493547410203	0.09579706899240614	0.6095039037797512	1.553531043639137e-09	0.09403094919065927
20035	C8orf37	ESRP1	0.4971683438173594	0.1894805486003523	0.61078905575039	1.4047605596667093e-09	0.07251210833210746
20036	C8orf37	ESRP1.1	0.49797607602837174	0.18785095019832115	0.6119520444820019	1.281950200787824e-09	0.07240962553212862
20215	C8orf37	MTDH	0.7343138440080231	0.24157953146320577	0.7131616099249921	8.03956854036561e-14	0.08120785114744668
20237	C8orf37	NBN	0.7556331815595891	0.24842386066146446	0.6615264713683323	1.781661495511072e-11	0.09637540905417308
20395	C8orf37	PTDSS1	0.4579588929018803	0.1792596442117649	0.6005893988713547	3.085052726096681e-09	0.06859382971519377
20437	C8orf37	RIDA	0.4061182963428115	0.3190683586623674	0.6112216148544666	1.3578244677265845e-09	0.0591655630058296
20660	C8orf37	YWHAZ	0.6878863596489602	0.08207665138356124	0.6359420024219058	1.7816839986902882e-10	0.09391930746915353
20661	C8orf37	ZBTB10	0.501167713216863	0.3069274663866621	0.6429258908823811	9.708383325553726e-11	0.06717331653605475
20838	C8orf33	C8orf82	0.471080180790917	0.6276523695575719	0.6567924900680773	2.773958889626551e-11	0.06085069725402681
21174	C8orf33	HSF1	0.8757242427108998	0.5029005329897177	0.6910821090763972	9.286355246001487e-13	0.10304526841907709
21330	C8orf33	MROH1	0.5674765098945905	0.49874343043912084	0.5937267201669615	5.157958569053984e-09	0.08652942267172467
21526	C8orf33	PPP1R16A	0.5197577380865958	0.6972005432097744	0.637356765057536	1.577445478260489e-10	0.0706994878231004
21558	C8orf33	PTK2	0.8994207739009951	0.4724406786252491	0.6355612521663223	1.840835147627497e-10	0.12292426949600195
21567	C8orf33	PUF60	0.9221526042933266	0.5337039178677414	0.624528596592638	4.6525747167879144e-10	0.12974452357179478
21568	C8orf33	PUF60.1	0.92206272528592	0.5336390176067631	0.624128678729869	4.808323219334148e-10	0.1298681321360545
21571	C8orf33	PYCR3	0.6198601152587404	0.5323864567940987	0.6879435893209032	1.2920082047479024e-12	0.07357374076073091
21634	C8orf33	SCRIB	0.792275925724271	0.6142906854672242	0.7100582301464876	1.14958029643988e-13	0.08839542548804402
21635	C8orf33	SCRIB.1	0.7936073466101079	0.6131551817942115	0.7102978896719896	1.1184537555984853e-13	0.08848370901106753
22020	ARC	C8orf82	0.3954789525696603	0.4590860656612161	0.6153698907819799	9.77615334024957e-10	0.05699427290488062
22239	ARC	HSF1	0.8147323016853582	0.3473411730325196	0.7175575446464459	4.8051801745420587e-14	0.08897444583414263
22488	ARC	PPP1R16A	0.4580642674337657	0.5223656706737692	0.626884559905494	3.8285485769506543e-10	0.06405090568645827
22512	ARC	PTK2	0.9283106776437834	0.30804511262762746	0.7320948741338033	8.156224507687151e-15	0.09718266041773231
22518	ARC	PUF60	0.7649510011444489	0.38067843750363634	0.5781794768879156	1.5823702821425554e-08	0.12145053955059176
22519	ARC	PUF60.1	0.7671314781812372	0.3805109408310765	0.57951275515581	1.440630830978436e-08	0.1213755583345954
22520	ARC	PYCR3	0.5376638694164374	0.37777823932279275	0.6659620952354051	1.1681958658810714e-11	0.06776075401143825
22562	ARC	SCRIB	0.6761945006178014	0.4483461296568156	0.6763455904857048	4.22685198100408e-12	0.08285371157379577
22563	ARC	SCRIB.1	0.6774741913752592	0.4473829640247613	0.6767170559702589	4.0727847964437844e-12	0.08292650732992697
22660	ARC	TMEM65	0.4708835104922379	0.2979203676921933	0.6496192398303007	5.3459675040363236e-11	0.06200162038637772
24068	AZIN1	ATP6V1C1	0.7026408730901288	0.12422467208692911	0.6619090600033012	1.7184442384766262e-11	0.08952450580516229
24434	AZIN1	MTDH	0.6773357798994407	0.28740066815102705	0.6532887428806278	3.830214743472863e-11	0.08831686062086772
24475	AZIN1	NUDCD1	0.6726271702029996	0.18972935399280844	0.6609934230474828	1.8734727166212116e-11	0.08591158683181545
24487	AZIN1	OPLAH	0.40684845693755284	0.3774015083149164	0.5780144871027866	1.6008064990573907e-08	0.06462263578580778
24867	AZIN1	YWHAZ	0.7396964491762003	0.1125244596373399	0.6791242879186956	3.1975908154412446e-12	0.08994987623712807
24879	AZIN1	ZNF706	0.5245013718228821	0.34218296176888907	0.5907049730472367	6.44340608448531e-09	0.080607510589579
25149	ASAP1	FAM84B	0.6398599890953752	0.4246007596561067	0.6116517229701157	1.3126425568819885e-09	0.09311368084440942
25523	ASAP1	PTK2	0.8605799972402324	0.3849862861361748	0.6306153816055557	2.80223907061009e-10	0.11915940143611863
25683	ASAP1	TMEM65	0.48851346460264894	0.36221340569906646	0.6262117709686708	4.048393352298251e-10	0.06842946215464304
25772	ASAP1	ZBTB10	0.5111592653426894	0.5322491174838667	0.5786928580089931	1.5262889132922247e-08	0.08104809322867329
27163	BOP1	C8orf82	0.4008360418276048	0.5100614398916589	0.6049676844141281	2.2084056121138546e-09	0.059356802959117626
27433	BOP1	HSF1	0.8879291616641096	0.39132213463824855	0.7585298279114334	2.3682587583853005e-16	0.08582201871646465
27579	BOP1	MROH1	0.5342478555543481	0.39300578572500755	0.6050810604197933	2.1892233012842002e-09	0.07908937595665758
27729	BOP1	PPP1R16A	0.4895568452709071	0.5798948385083115	0.6498555465125274	5.233119624113884e-11	0.06441979494056439
27756	BOP1	PTK2	0.9396348163258129	0.35712422577175257	0.7187629202103529	4.1656369858017084e-14	0.10225961846857025
27762	BOP1	PUF60	0.8452616738243163	0.4270713652995879	0.6196875570468547	6.909454229355343e-10	0.12044554643282467
27763	BOP1	PUF60.1	0.8469180592657318	0.4269242376045705	0.6205647933901837	6.43486068558468e-10	0.12040450245795929
27764	BOP1	PYCR3	0.5715869745204377	0.425601041450517	0.6867102425214524	1.4693801459619006e-12	0.06807514765975331
27810	BOP1	SCRIB	0.7416500661664023	0.5016045097109667	0.7195295131876954	3.8024646189593986e-14	0.08053511500459873
27811	BOP1	SCRIB.1	0.7431287565550361	0.5005512375679494	0.7199974835911678	3.5959764689630405e-14	0.08058689375776588
27920	BOP1	TMEM65	0.4420372510794018	0.35578327117605724	0.5915028068890819	6.077104600064077e-09	0.06779329720002773
28308	C8orf76	FAM91A1	0.8506511290165785	0.2936022874110633	0.5815237867057979	1.2494925887978068e-08	0.1338886325482931
28504	C8orf76	NDRG1	0.33522174717393244	0.39401749483297355	0.6081907815866687	1.7210262898886609e-09	0.04922490826835594
28790	C8orf76	TMEM65	0.433811733725264	0.29039503432692615	0.6319193209998324	2.5101987449116795e-10	0.05986141350953115
28877	C8orf76	YWHAZ	0.649687290083982	0.2307066131161542	0.6023305466970469	2.702642988856032e-09	0.09687084957872563
30302	C8orf82	C8orf82	0.4120579065889145	0.5061450899106851	0.6120838588689095	1.2686966646633426e-09	0.05989582061862361
30542	C8orf82	HSF1	0.8765579689585337	0.3872759408393873	0.7369911109696237	4.372458681797595e-15	0.09044589451587148
30655	C8orf82	MROH1	0.5276227879625637	0.3889069529819633	0.5881411679472901	7.768423494094349e-09	0.08162950496413263
30789	C8orf82	PPP1R16A	0.49290849166189676	0.5756010733687407	0.6439724174274795	8.852217182120679e-11	0.06588318321707935
30818	C8orf82	PTK2	0.947546856294696	0.3511282490696334	0.7133694762332585	7.84796718463797e-14	0.10472716764476603
30824	C8orf82	PUF60	0.8585512389828128	0.4213537363495488	0.6194911139543983	7.020228101537019e-10	0.12240221553975339
30825	C8orf82	PUF60.1	0.8604724243195708	0.42119226139505817	0.620540255110719	6.447701497480254e-10	0.12233936401050097
30826	C8orf82	PYCR3	0.5850902726536288	0.41951253528845706	0.691833110411539	8.575475184437415e-13	0.06870363835585153
30869	C8orf82	SCRIB	0.7412760880829247	0.4965395793298076	0.7078102164810329	1.4851796613377305e-13	0.08323422408608
30870	C8orf82	SCRIB.1	0.7429285167035408	0.4954941028804809	0.7084369480318075	1.3831569280029684e-13	0.08327180932025016
30967	C8orf82	TMEM65	0.439022920108087	0.3515106871390355	0.5781924254837137	1.580931974832319e-08	0.06970090465912517
33290	COL14A1	ESRP1	0.4771511207838976	0.32994781395641376	0.5775285930632488	1.6562967059603297e-08	0.07588504434508254
33291	COL14A1	ESRP1.1	0.477467501133592	0.32845357793897767	0.5780727424479789	1.594273717961572e-08	0.07582808352933032
33802	COL14A1	SCRIB	0.5629111604872963	0.42532025718165917	0.5840525023658344	1.043289987830774e-08	0.08801941311079858
33803	COL14A1	SCRIB.1	0.5643305913750745	0.42453319535522455	0.584740213265173	9.930863059858277e-09	0.08808380429095078
34017	COL14A1	YWHAZ	0.6991313278848365	0.21659498643502417	0.6367798895257526	1.6578591996794804e-10	0.09524363489810674
34018	COL14A1	ZBTB10	0.4567951238259788	0.44057206341284305	0.5773365514955849	1.6787293260742156e-08	0.07268392800816185
35394	COL22A1	C8orf82	0.368142124925173	0.4562171028800439	0.580533458939797	1.3403818093324132e-08	0.05809318976565572
35658	COL22A1	HSF1	0.7815031310042616	0.3501607231335059	0.6975436589651851	4.642971626023442e-13	0.09032076449249371
35824	COL22A1	NDRG1	0.34536908615877354	0.4107340054596034	0.6014160848397508	2.897459097894616e-09	0.05161867521478653
35976	COL22A1	PTK2	0.8991347484459703	0.31142758555765965	0.7186173112728922	4.23829795048015e-14	0.09789304551946351
35985	COL22A1	PYCR3	0.5084561292681504	0.3799168536325749	0.6382502852339118	1.4602232366164115e-10	0.06899905592433533
36035	COL22A1	SCRIB	0.649136272721842	0.4470686123642859	0.6580089167799176	2.4775390239265187e-11	0.08357788471781918
36036	COL22A1	SCRIB.1	0.6502085802773319	0.4461374859100299	0.658212213097469	2.4310626263165596e-11	0.08367034100655958
36149	COL22A1	TMEM65	0.45102209569907087	0.30292455372876054	0.6305827524890906	2.8099485323921087e-10	0.06245571596172697
36253	COL22A1	ZBTB10	0.48344211170229334	0.4609070883385878	0.5969472342027019	4.05864257049122e-09	0.07310064759931038
38209	COLEC10	ESRP1	0.4914693707281185	0.33883146811969433	0.5840740715823796	1.0416793222046994e-08	0.07684413460708785
38210	COLEC10	ESRP1.1	0.491661338393809	0.33731274965819635	0.5844652059575651	1.012879490080246e-08	0.0767960533995845
38963	COLEC10	YWHAZ	0.7137894494562391	0.22374482748270785	0.6383437760710251	1.4484520286843527e-10	0.09683947804012026
38980	COLEC10	ZNF706	0.5371386286454772	0.44740021312340794	0.5892494149235818	7.1665814093844405e-09	0.08286264765230077
39064	COX6C	ATP6V1C1	0.6432855295941681	0.13320913295784675	0.6267151626819554	3.882800077552127e-10	0.08999035532088848
39440	COX6C	MTDH	0.7318592342330748	0.27925724413639663	0.7300123673192566	1.0589291799869368e-14	0.07708685594122328
39488	COX6C	NUDCD1	0.5884305042675595	0.1979806001756615	0.598025102334611	3.743550865886267e-09	0.08872652733086962
39649	COX6C	RIDA	0.40302106569325935	0.3562492343230693	0.6229745649200635	5.28626364011e-10	0.05693575286120609
39736	COX6C	STK3	0.7261489206634194	0.28010984530991717	0.5954055241167091	4.553618821861399e-09	0.11024142313266834
39874	COX6C	YWHAZ	0.7539715548063602	0.10224653948278861	0.7158997221309198	5.8411563554231e-14	0.08273151993099535
39875	COX6C	ZBTB10	0.4379556058095826	0.3390608635307898	0.5770379023734621	1.7141905978648293e-08	0.06974032947711485
39888	COX6C	ZNF706	0.5061705900475987	0.3344648143286685	0.5895523979178537	7.00994752478113e-09	0.07802382510070963
40001	COMMD5	C8orf82	0.4093692641123733	0.5082902672957217	0.6238978979666993	4.900458181688629e-10	0.05769263890445783
40246	COMMD5	HSF1	0.8110622159886065	0.39546723553029306	0.6996508922615219	3.6888781594814833e-13	0.09318634292375992
40487	COMMD5	PPP1R16A	0.4722170694870137	0.5733563721142338	0.6329774853983896	2.294854008059647e-10	0.06497949398253654
40512	COMMD5	PTK2	0.8661174365045614	0.3632929597244929	0.6690155688796828	8.69984578511319e-12	0.10825824654291928
40521	COMMD5	PUF60	0.7859563083036041	0.4274237611043713	0.581852468281699	1.2206473984674915e-08	0.12360035965042383
40522	COMMD5	PUF60.1	0.7871492612366471	0.42730445692279234	0.5824192357279969	1.1723919298021905e-08	0.12360580165421788
40523	COMMD5	PYCR3	0.5508076685151884	0.4245686802746827	0.6682270595609313	9.390960815488726e-12	0.0689938588367245
40566	COMMD5	SCRIB	0.740266147285403	0.49891251277677606	0.7252209481938734	1.9133436381406696e-14	0.07907117183562709
40567	COMMD5	SCRIB.1	0.7415247088600666	0.49785215592666665	0.7254799539753402	1.853713044120047e-14	0.07914594250167938
40664	COMMD5	TMEM65	0.4479789161101631	0.35162094847274394	0.6053246973192634	2.1485388645756815e-09	0.06627611676473502
40846	CPQ	ATP6V1C1	0.6978741739080611	0.07910433588948493	0.6287473282171603	3.2778710454379934e-10	0.09710667427713184
40980	CPQ	ESRP1	0.5204052993401391	0.18376988394680172	0.6072374041818077	1.8533001551126105e-09	0.07660810611226875
40981	CPQ	ESRP1.1	0.5213945123764854	0.18204227098807735	0.6085613874239574	1.672083141979334e-09	0.0764890326378567
41130	CPQ	MTDH	0.7895997149310504	0.23767655951740527	0.7283535638845932	1.301458715136377e-14	0.08357367274861444
41143	CPQ	NBN	0.7861534907443501	0.2455641645114623	0.6536911120750695	3.6916839915223505e-11	0.10239535037264241
41316	CPQ	RIDA	0.4178636983179382	0.3184252959017049	0.597323798281561	3.945790510598992e-09	0.06312272554821866
41524	CPQ	YWHAZ	0.6917353113427133	0.07881259023239356	0.6073930023826821	1.8310683849796653e-09	0.10178802098565812
41526	CPQ	ZBTB10	0.4915925243230191	0.3038501117025485	0.5989797313176279	3.4841032391133504e-09	0.07394081594231375
41662	CPSF1	C8orf82	0.40975129476489	0.5237167251724816	0.6263849441963292	3.9906788892841916e-10	0.057370592560016136
41902	CPSF1	HSF1	0.87947382295852	0.4048232540951202	0.760979268940426	1.6674830670610777e-16	0.08435900584611217
42024	CPSF1	MROH1	0.5139095422392265	0.40867769382528085	0.5895396478973638	7.016472619551718e-09	0.0792193742346818
42168	CPSF1	PPP1R16A	0.47826656858134475	0.5901070613304844	0.643041927993548	9.609678083173235e-11	0.06408407415442847
42193	CPSF1	PTK2	0.9283469638355628	0.3712311432935813	0.719270833214132	3.921461478509361e-14	0.10088352347486487
42199	CPSF1	PUF60	0.8445331047311693	0.43986364024504476	0.6271246053645054	3.752912052147077e-10	0.11801618213886238
42200	CPSF1	PUF60.1	0.8459103139890422	0.43973063867671874	0.6278062340836422	3.545852615053668e-10	0.11799702334157931
42201	CPSF1	PYCR3	0.5700688019199948	0.43847354347034484	0.6937037465342134	7.025058302508689e-13	0.0665931034455487
42246	CPSF1	SCRIB	0.727411096617997	0.5137458788300604	0.7148008472698003	6.64309741062928e-14	0.08006860791266364
42247	CPSF1	SCRIB.1	0.7286714687779698	0.5127049208770316	0.7150793562277619	6.430351498790424e-14	0.08014345243323721
42351	CPSF1	TMEM65	0.445094477333918	0.3677516194296119	0.6032616398237126	2.5171679297323045e-09	0.06620445998843756
42649	CRISPLD1	IMPA1	0.5051483544633463	0.1611606708373882	0.5958882833890535	4.3927445871154564e-09	0.07659360575186591
42708	CRISPLD1	NCOA2	0.754605108033072	0.3135418938530758	0.6083672808025988	1.6975490793878167e-09	0.1107573216622031
42955	CRISPLD1	VCPIP1	0.8756292398898302	0.10138408793273675	0.6663079170978126	1.1300391733469673e-11	0.11025094396759393
43065	CTHRC1	ATP6V1C1	0.680869395557639	0.15091646934208272	0.6350239189939535	1.9275211197860982e-10	0.09318680911486683
43411	CTHRC1	MTDH	0.6413535237176372	0.3094851160834487	0.6124349919223795	1.2340273070773971e-09	0.09314023509966073
43451	CTHRC1	NUDCD1	0.6539581538446547	0.21401054911361575	0.6362591562562809	1.7338068273261528e-10	0.08921224082979387
43824	CTHRC1	YWHAZ	0.7509065195658736	0.13057480128468288	0.6825633383977492	2.254171149504223e-12	0.09045730068408839
43941	CYP11B1	C8orf82	0.35540049865673096	0.4317188914924069	0.589286083681262	7.147448685401258e-09	0.05482126486131158
44139	CYP11B1	HSF1	0.7370751647545225	0.33086556221398844	0.6917495140771499	8.651937415916617e-13	0.08657037224565432
44355	CYP11B1	PPP1R16A	0.40036935889236047	0.4860459330265341	0.58387149840454	1.056900161900985e-08	0.06263307216105932
44376	CYP11B1	PTK2	0.8298293931378546	0.2965119826653517	0.697361743194531	4.735656306491206e-13	0.09595470346057337
44384	CYP11B1	PYCR3	0.48108211431678727	0.35881216264713955	0.6349699215974275	1.9364453540593408e-10	0.0658524172936874
44418	CYP11B1	SCRIB	0.6390899915241052	0.4234228394738743	0.6811681442905835	2.599161582406349e-12	0.07728239469574524
44419	CYP11B1	SCRIB.1	0.6399285671210693	0.42249708307942574	0.6811474731531452	2.6046360013996144e-12	0.07738818124032396
44511	CYP11B1	TMEM65	0.44338453531045885	0.2816788873025231	0.6518103052007145	4.383305848479431e-11	0.05804085690037686
44717	CYHR1	C8orf82	0.40683440820822014	0.5275088611584522	0.6075099667025432	1.8145245685105409e-09	0.05984693000860209
44959	CYHR1	HSF1	0.8951003529203314	0.40753194668447545	0.7565478326599496	3.1362031354611106e-16	0.08704796129120006
45098	CYHR1	MROH1	0.5326933329677108	0.410070787620026	0.5969230539672612	4.065993377277703e-09	0.08055292935918838
45228	CYHR1	PPP1R16A	0.4919566831272759	0.597277554872295	0.6461165812040198	7.318492227851662e-11	0.0653826975353586
45255	CYHR1	PTK2	0.9541911146720851	0.37222373832423533	0.7221580412303437	2.774771633734114e-14	0.102831220146247
45261	CYHR1	PUF60	0.8573217770522458	0.4433065096189567	0.621864511256971	5.788608094878263e-10	0.12146902388623898
45262	CYHR1	PUF60.1	0.8590936063651882	0.44315265519995023	0.6228113887434675	5.357399269334125e-10	0.1214181761204372
45263	CYHR1	PYCR3	0.5826705507852029	0.4415897431774096	0.6926033526779739	7.900891106623489e-13	0.06827348865534676
45309	CYHR1	SCRIB	0.742390238235423	0.5184785388567661	0.712610380381795	8.569740563065236e-14	0.0822302077558268
45310	CYHR1	SCRIB.1	0.7439217089424831	0.5174263515901485	0.7131230312362103	8.075620940076751e-14	0.08227944290155895
45615	CYP11B2	C8orf82	0.3591767527580221	0.4284386810569302	0.5978164659483329	3.802659059023419e-09	0.05418790870767589
